,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk_err1,koi_duration_err1,koi_depth,koi_teq,koi_model_snr,koi_tce_plnt_num,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,ra,log,svm,cnn,Final_Selection
3543,0,0,0,0,34.108656200000006,0.0155,0.455,133.8,739,11.7,2,6144,80,-80,4.106,0.159,-0.13,295.40979,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3544,0,0,0,0,47.056332700000006,0.0124,0.35100000000000003,762.0,497,12.1,1,5889,186,-206,4.492,0.065,-0.20800000000000002,292.53055,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3545,0,0,0,0,10.010031199999998,0.0038299999999999996,0.121,375.8,506,12.4,1,4338,117,-143,4.731,0.065,-0.035,297.05066,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3547,0,0,0,0,12.67143692,0.00598,0.17800000000000002,215.8,404,13.7,3,3705,74,-74,4.721,0.039,-0.021,297.4292,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3548,0,0,0,0,2.63595435,0.00624,0.193,93.7,682,9.2,2,3705,74,-74,4.721,0.039,-0.021,297.4292,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3551,0,0,0,0,241.0707458,4.8599999999999995e-05,0.0033200000000000005,70292.0,699,4257.4,1,9414,470,-941,3.883,0.36,-0.096,295.91083,CONFIRMED,CONFIRMED,FALSE POSITIVE,FALSE POSITIVE
3562,0,0,0,0,37.8862977,0.009640000000000001,0.273,672.2,479,14.4,1,5513,166,-166,4.551,0.048,-0.14300000000000002,283.1319,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3563,0,0,0,0,10.54841329,0.00411,0.14300000000000002,102.9,899,11.7,2,6047,120,-133,4.387,0.066,-0.12300000000000001,298.09542999999996,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3564,0,0,0,0,133.6348207,0.00519,0.2,420.9,317,10.8,1,5202,83,-73,4.434,0.10400000000000001,-0.048,295.27301,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3566,0,0,0,0,32.510844,0.00636,0.2,361.9,680,12.6,1,6074,81,-90,4.244,0.125,-0.125,292.96008,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3585,0,0,0,0,14.0545718,0.0107,0.22899999999999998,274.3,711,11.6,1,5783,161,-202,4.539,0.036000000000000004,-0.204,291.50708,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3588,0,0,0,0,6.86674226,0.012,0.349,47.2,1018,12.3,2,5914,106,-130,4.396,0.04,-0.11199999999999999,297.65094,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3598,0,0,0,0,29.7681831,0.0219,0.7,159.9,917,13.2,1,5640,76,-84,3.679,0.245,-0.105,291.06937,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3601,0,0,0,0,36.7662364,0.00999,0.32899999999999996,579.5,336,12.6,1,4342,117,-143,4.699,0.063,-0.031,285.84387000000004,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3603,0,0,0,0,2.53742164,0.0045,0.133,104.5,1220,12.8,2,5447,81,-81,4.481,0.053,-0.098,293.30023,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3604,0,0,0,0,62.596543999999994,0.0118,0.48700000000000004,223.1,559,15.5,1,5934,80,-80,4.173,0.162,-0.122,297.37912,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3616,0,0,0,0,15.576406099999998,0.0109,0.278,257.1,793,14.1,1,6214,186,-224,4.442,0.052000000000000005,-0.20800000000000002,290.23602,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3618,0,0,0,0,36.258074900000004,0.0121,0.377,380.3,516,12.5,1,5818,145,-174,4.553999999999999,0.04,-0.16,293.2244,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3619,0,0,0,0,30.990299699999998,0.023,0.836,321.5,619,10.7,2,5480,82,-65,4.22,0.192,-0.11199999999999999,297.70197,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3623,0,0,0,0,421.4284819,5.4000000000000005e-05,0.0044399999999999995,96654.0,335,3162.0,1,6235,199,-243,4.034,0.336,-0.14400000000000002,284.2572,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3633,0,0,0,0,35.8754482,0.0101,0.278,366.7,668,12.6,1,6559,158,-248,4.357,0.065,-0.182,290.44928,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3635,0,0,0,0,35.8007112,0.00935,0.20800000000000002,417.4,991,25.0,1,5745,86,-77,3.4989999999999997,0.259,-0.129,295.49811,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3636,0,0,0,0,4.32710579,0.0125,0.314,84.1,2004,9.5,3,5745,86,-77,3.4989999999999997,0.259,-0.129,295.49811,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3639,0,0,0,0,60.532988,0.00554,0.179,467.5,420,23.8,1,5631,152,-152,4.5569999999999995,0.035,-0.184,294.25037000000003,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3640,0,0,0,0,58.019858299999996,0.0018800000000000002,0.182,1286.6,354,66.0,3,4920,98,-98,4.62,0.01,-0.059000000000000004,287.60559,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3641,0,0,0,0,15.061783499999999,0.016,0.299,196.6,794,12.1,2,5806,78,-78,4.321000000000001,0.115,-0.115,283.79782,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3651,0,0,0,0,17.9559673,0.0107,0.316,137.0,750,11.9,1,5641,76,-76,4.258,0.162,-0.10800000000000001,297.47839,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3656,0,0,0,0,2.69339974,0.0104,0.257,147.5,1151,8.7,1,5355,175,-159,4.511,0.057,-0.133,298.68607000000003,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3657,0,0,0,0,10.43003118,0.00569,0.196,120.0,906,10.6,1,6277,169,-206,4.449,0.052000000000000005,-0.20800000000000002,295.63855,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3658,0,0,0,0,27.63714708,0.00193,0.0716,735.5,816,27.4,1,5214,173,-157,3.766,0.75,-0.25,298.0759,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3659,0,0,0,0,52.609510300000004,0.0108,0.358,203.7,553,15.3,1,5881,79,-79,4.2589999999999995,0.13699999999999998,-0.11199999999999999,298.0834,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3666,0,0,0,0,14.137062,0.00867,0.292,393.0,568,7.5,1,4861,155,-128,4.574,0.055999999999999994,-0.055999999999999994,292.13239,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3667,0,0,0,0,31.2543238,0.0102,0.223,438.0,635,14.7,1,6246,173,-260,4.433,0.054000000000000006,-0.21600000000000003,293.07062,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3669,0,0,0,0,6.15828666,0.0144,0.341,57.7,1212,16.4,2,5710,114,-91,4.073,0.201,-0.09300000000000001,286.64642000000003,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3671,0,0,0,0,65.427645,0.013999999999999999,0.326,319.0,453,15.6,1,6014,162,-198,4.504,0.052000000000000005,-0.221,296.0069,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3681,0,0,0,0,7.68433346,0.0015,0.0709,1175.0,583,28.5,2,4402,118,-144,4.6819999999999995,0.045,-0.036000000000000004,285.60254,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3682,0,0,0,0,11.16622885,0.00655,0.192,353.9,725,13.6,1,5552,166,-166,4.562,0.038,-0.162,294.90594,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3685,0,0,0,0,23.133449399999996,0.00394,0.114,456.3,638,21.6,1,5712,170,-170,4.382,0.18899999999999997,-0.231,297.75192000000004,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3686,0,0,0,0,8.9539656,0.0167,0.35100000000000003,70.4,923,12.2,2,6168,166,-185,4.452,0.081,-0.18899999999999997,286.51018999999997,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3689,0,0,0,0,3.53105835,0.0037600000000000003,0.225,310.8,558,11.7,4,3638,72,-87,4.843999999999999,0.049,-0.055,291.285,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3691,0,0,0,0,6.32589574,0.00688,0.267,192.5,901,8.8,1,5749,155,-155,4.5680000000000005,0.033,-0.187,289.33551,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3692,0,0,0,0,32.715906,0.0277,1.3,135.7,902,13.1,1,5527,83,-75,3.627,0.262,-0.087,289.09845,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3693,0,0,0,0,15.331771900000001,0.0122,0.307,179.2,821,13.3,1,5726,86,-78,4.228,0.162,-0.10800000000000001,293.7674,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3700,0,0,0,0,27.096514600000003,0.0115,0.401,208.4,700,16.4,1,5775,78,-78,4.1930000000000005,0.162,-0.10800000000000001,292.22977000000003,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3701,0,0,0,0,11.5474983,0.0129,0.365,115.5,930,12.3,2,5775,78,-78,4.1930000000000005,0.162,-0.10800000000000001,292.22977000000003,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3703,0,0,0,0,83.2664103,0.006409999999999999,0.187,620.0,439,10.9,1,5538,83,-74,4.266,0.168,-0.11199999999999999,291.85522000000003,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3704,0,0,0,0,11.6044881,0.00673,0.209,267.6,841,14.5,2,5533,83,-74,4.275,0.168,-0.11199999999999999,289.66489,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3706,0,0,0,0,11.8237228,0.0156,0.489,212.7,703,14.2,1,5559,149,-166,4.578,0.032,-0.128,290.73328,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3708,0,0,0,0,19.068951300000002,0.0159,0.9129999999999999,169.3,627,19.1,1,5418,159,-159,4.436,0.133,-0.247,298.82062,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3719,0,0,0,0,6.2253374,0.0105,0.304,108.6,1378,11.8,1,6263,82,-75,4.024,0.196,-0.084,292.18057000000005,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3720,0,0,0,0,12.90235874,0.0053,0.155,354.4,675,15.7,1,5530,166,-166,4.586,0.036000000000000004,-0.14400000000000002,294.10391,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3722,0,0,0,0,12.5014905,0.00963,0.298,220.1,952,10.8,1,5821,78,-78,4.127,0.182,-0.098,294.01529,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3724,0,0,0,0,89.945828,0.0169,0.539,335.6,509,6.6,2,5115,153,-138,3.819,0.7909999999999999,-0.33899999999999997,289.72791,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3729,0,0,0,0,46.7162336,0.0153,0.41700000000000004,345.5,531,15.4,1,5856,79,-79,4.386,0.066,-0.12300000000000001,289.8288,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3730,0,0,0,0,17.6062701,0.0167,0.612,146.2,753,10.4,1,5808,78,-78,4.3260000000000005,0.11,-0.11,295.55374,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3741,0,0,0,0,30.254118599999998,0.00585,0.177,576.3,660,12.3,1,6277,170,-208,4.402,0.055999999999999994,-0.22399999999999998,291.06203999999997,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3743,0,0,0,0,541.92452,0.024,1.7,1504.2,144,18.1,1,4378,131,-131,4.64,0.052000000000000005,-0.024,289.28772000000004,CONFIRMED,CONFIRMED,FALSE POSITIVE,FALSE POSITIVE
3744,0,0,0,0,3.15722086,0.0048,0.14300000000000002,49.7,1791,17.4,2,6120,195,-217,3.9339999999999997,0.39799999999999996,-0.133,300.31619,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3746,0,0,0,0,6.685438,0.0142,0.8009999999999999,89.2,1040,9.7,2,5808,78,-78,4.3260000000000005,0.11,-0.11,295.55374,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3748,0,0,0,0,8.5433774,0.0192,0.478,75.1,1260,10.3,2,6602,181,-250,4.1080000000000005,0.22,-0.18,288.4212,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3754,0,0,0,0,11.720169300000002,0.0177,0.307,154.4,870,7.5,1,6193,194,-259,4.434,0.055999999999999994,-0.22399999999999998,292.13049,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3758,0,0,0,0,11.570600500000001,0.00851,0.237,211.9,771,9.6,1,5718,172,-189,4.479,0.078,-0.182,297.37747,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3759,0,0,0,0,16.2953228,0.0138,0.355,229.1,773,12.9,1,6187,197,-241,4.4319999999999995,0.07200000000000001,-0.203,293.13409,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3763,0,0,0,0,15.8283833,0.0257,0.527,227.5,758,9.8,2,5596,83,-75,4.298,0.14300000000000002,-0.10400000000000001,296.19614,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3769,0,0,0,0,73.7502765,0.005529999999999999,0.16699999999999998,233.1,677,33.9,1,6056,81,-81,3.7969999999999997,0.285,-0.095,296.35461000000004,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3770,0,0,0,0,4.7482669,0.0108,0.299,35.6,1690,12.1,2,6056,81,-81,3.7969999999999997,0.285,-0.095,296.35461000000004,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3775,0,0,0,0,10.10404351,0.000867,0.0559,1322.4,752,39.5,1,5530,149,-149,4.541,0.05,-0.15,291.88907,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3777,0,0,0,0,65.94078689999999,0.00852,0.276,580.4,454,19.8,1,5982,168,-210,4.493,0.05,-0.2,295.57608,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3780,0,0,0,0,34.08429351,0.00151,0.0777,3746.0,506,28.7,1,5252,174,-158,4.428,0.14300000000000002,-0.287,282.34612999999996,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3795,0,0,0,0,202.1168173,0.00185,0.154,2701.2,286,56.3,1,5536,74,-83,4.498,0.038,-0.113,286.77145,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3808,0,0,0,0,2.508116,0.00524,0.11,188.1,3662,18.3,2,5096,77,-46,2.435,0.11699999999999999,-0.14300000000000002,292.95416,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3815,0,0,0,0,141.2415405,0.000585,0.0216,12990.0,352,380.9,1,5705,104,-115,4.397,0.095,-0.105,293.28156,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3817,0,0,0,0,16.0988294,0.0133,0.424,160.2,705,10.9,2,5657,169,-169,4.401,0.16699999999999998,-0.204,299.526,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3825,0,0,0,0,2.50475282,0.00373,0.111,181.1,1369,18.9,3,5509,82,-74,4.308,0.156,-0.10400000000000001,294.15271,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3826,0,0,0,0,59.3627946,0.00477,0.138,233.6,566,51.5,1,5786,115,-104,4.106,0.188,-0.10099999999999999,299.58337,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3827,0,0,0,0,247.891041,0.007890000000000001,0.266,956.6,367,34.6,1,6121,82,-82,4.163,0.154,-0.126,293.8183,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3831,0,0,0,0,1.99469354,0.0185,0.552,75.1,758,8.9,1,3799,68,-68,4.738,0.036000000000000004,-0.021,291.85205,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3832,0,0,0,0,10.51421162,0.00465,0.11800000000000001,85.4,943,21.6,2,6259,99,-136,4.385,0.034,-0.128,292.62747,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3853,0,0,0,0,5.24088367,0.0035399999999999997,0.028999999999999998,8531.2,1320,385.7,1,6452,181,-250,4.2410000000000005,0.17,-0.187,285.9718,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3860,0,0,0,0,9.2075634,0.0317,0.11199999999999999,1243.1,972,43.4,1,5678,171,-188,4.215,0.24600000000000002,-0.16399999999999998,288.16251,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3870,0,0,0,0,2.60720833,0.00575,0.0608,3149.7,1561,185.3,1,6366,177,-243,4.352,0.073,-0.218,290.93671,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3871,0,0,0,0,5.80184753,0.00209,0.0707,22143.0,989,118.1,1,5687,186,-186,4.426,0.124,-0.18600000000000003,298.77109,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3874,0,0,0,0,0.604358764,0.00134,0.0116,38731.0,997,236.8,1,3569,50,-57,4.82,0.042,-0.027999999999999997,290.51895,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3880,0,0,0,0,6.8873112999999995,0.0109,0.282,85.3,788,8.1,3,5208,103,-103,4.563,0.036000000000000004,-0.052000000000000005,299.89651000000003,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3887,0,0,0,0,2.18565886,0.00626,0.218,35.6,1087,11.1,2,4997,100,-100,4.598,0.018000000000000002,-0.053,287.59009,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3900,0,0,0,0,197.1455327,0.0008810000000000001,0.054000000000000006,5664.0,498,56.8,1,7214,200,-342,4.093,0.11199999999999999,-0.192,294.67377,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3910,0,0,0,0,7.12766417,0.0049,0.138,229.2,784,16.0,2,5159,82,-82,4.548,0.032,-0.063,298.97217,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3912,0,0,0,0,3.52364689,0.0103,0.31,74.2,1330,8.5,1,6269,174,-218,4.412,0.07,-0.21,298.72821,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3914,0,0,0,0,4.78850084,0.0113,0.302,66.5,889,7.2,4,5208,103,-103,4.563,0.036000000000000004,-0.052000000000000005,299.89651000000003,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3918,0,0,0,0,1.2106936259999999,0.00107,0.0388,159.1,1351,41.6,1,5014,100,-100,4.559,0.044000000000000004,-0.032,293.34497000000005,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3919,0,0,0,0,1.0900110029999999,0.00373,0.16,174.8,1402,12.6,2,5081,166,-136,4.596,0.027999999999999997,-0.083,291.65952000000004,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3960,0,0,0,0,288.3128666,0.00125,0.109,11181.0,300,96.8,1,5672,76,-76,4.252,0.162,-0.10800000000000001,295.20694,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3964,0,0,0,0,19.57783279,0.0015300000000000001,0.048,432.6,621,37.2,1,5620,100,-111,4.533,0.023,-0.113,290.44067,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3966,0,0,0,0,106.18732,0.172,2.6,266.1,2660,8.6,1,3287,117,-78,0.114,0.20800000000000002,-0.052000000000000005,295.43973,CONFIRMED,CONFIRMED,FALSE POSITIVE,FALSE POSITIVE
3970,0,0,0,0,9.74765878,0.00796,0.312,102.0,679,11.6,3,5176,102,-102,4.612,0.016,-0.06,286.86548,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3972,0,0,0,0,309.89103,0.0403,1.5,321.3,314,10.7,1,6450,153,-211,4.386,0.065,-0.20800000000000002,293.17212,CONFIRMED,CONFIRMED,FALSE POSITIVE,FALSE POSITIVE
3987,0,0,0,0,50.271927000000005,0.0177,0.514,574.5,589,9.3,1,6520,158,-270,4.375,0.062,-0.188,292.40063,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3988,0,0,0,0,290.1401717,0.00065,0.0472,4836.0,304,69.1,1,5631,84,-67,4.212,0.188,-0.10099999999999999,286.15311,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
4003,0,0,0,0,4.742552099999999,0.00472,0.149,3583.0,1159,10.9,1,6161,193,-258,4.454,0.054000000000000006,-0.22899999999999998,286.50876,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
4006,0,0,0,0,152.82559890000002,0.0041,0.195,2173.5,734,98.9,1,4991,86,-135,2.9330000000000003,0.03,-0.03,293.77213,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
4028,0,0,0,0,1.480283464,0.00325,0.10800000000000001,60.5,1822,21.3,1,5897,105,-117,4.25,0.156,-0.10400000000000001,294.11307,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
4032,0,0,0,0,5.0263815,0.0229,0.682,77.2,1065,8.5,1,5783,155,-172,4.418,0.12,-0.18,299.14664,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
4034,0,0,0,0,6.68231249,0.006379999999999999,0.174,48.7,1350,12.3,2,5343,85,-74,3.764,0.23800000000000002,-0.102,297.65143,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
4044,0,0,0,0,66.119119,0.0144,0.318,862.0,452,9.8,1,5828,182,-203,4.462,0.05,-0.2,295.79787999999996,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
4050,0,0,0,0,0.66682654,0.0008410000000000001,0.0402,511.6,1183,33.4,1,3993,79,-89,4.696000000000001,0.052000000000000005,-0.027999999999999997,298.92638999999997,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
4058,0,0,0,0,3.6903170469999997,0.0008820000000000001,0.0519,465.5,1280,43.0,1,6120,181,-200,4.395,0.09,-0.21,294.01492,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
4063,0,0,0,0,1.38680229,0.000502,0.0295,242.3,2530,84.4,1,6823,61,-91,4.04,0.121,-0.14800000000000002,297.79224,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
4070,0,0,0,0,199.66876000000002,0.0171,0.483,251.9,305,13.9,2,5678,113,-102,4.409,0.132,-0.08800000000000001,285.69199,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
4073,0,0,0,0,0.469334634,0.000732,0.0274,340.4,2432,49.1,1,5888,159,-159,4.394,0.124,-0.18600000000000003,281.24307000000005,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
4080,0,0,0,0,132.1331011,0.0018399999999999998,0.177,7956.2,809,284.3,1,5067,52,-112,2.877,0.168,-0.11199999999999999,296.92874,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
4091,0,1,0,0,2.743978797,0.00295,0.205,39994.0,1136,56.5,1,5334,159,-143,4.492,0.11,-0.099,294.24811,FALSE POSITIVE,FALSE POSITIVE,FALSE POSITIVE,FALSE POSITIVE
4098,0,0,0,0,0.5374094,0.0019399999999999999,0.0689,94.2,2208,21.9,1,5749,78,-86,4.457,0.042,-0.11900000000000001,292.87417999999997,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
4112,0,0,0,0,4.61225043,0.00535,0.16699999999999998,29.1,1032,13.7,1,5495,74,-82,4.442,0.07200000000000001,-0.099,297.14883,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
4132,0,0,0,0,3.11141514,0.0129,0.523,28.4,1530,8.3,1,6450,144,-208,4.297,0.10800000000000001,-0.201,289.88666,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
4148,0,0,0,0,0.524175803,0.00133,0.0565,236.8,1891,22.4,1,5278,73,-84,4.5760000000000005,0.015,-0.09,285.33154,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
4150,0,0,0,0,4.94330596,0.0024100000000000002,0.0676,126.2,1058,27.7,1,5661,76,-84,4.415,0.076,-0.114,283.99509,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
4152,0,0,0,0,0.619023176,0.00617,0.24600000000000002,77.9,1885,8.9,1,5395,180,-164,4.5360000000000005,0.027999999999999997,-0.161,293.67114,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
4163,0,0,0,0,3.6092231,0.188,10.3,52.4,1192,4.4,1,6032,162,-180,4.508,0.05,-0.212,293.35861,CONFIRMED,CONFIRMED,FALSE POSITIVE,FALSE POSITIVE
4165,0,0,0,0,11.492711199999999,0.0102,0.527,291.5,858,18.7,1,6198,188,-225,4.4639999999999995,0.054000000000000006,-0.21600000000000003,295.74899,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
4167,0,0,0,0,116.583183,0.0144,0.509,819.0,371,8.7,2,5738,156,-173,4.426,0.10099999999999999,-0.188,295.164,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
4173,0,0,0,0,1.3396702409999999,0.0033200000000000005,0.111,28.6,3448,21.7,1,8867,70,-88,3.988,0.161,-0.069,297.19012000000004,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
4177,0,0,0,0,13.0267964,0.0025399999999999997,0.106,356.6,643,11.4,2,5083,152,-152,4.512,0.063,-0.07,297.57712000000004,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
4180,0,0,0,0,1.88665445,0.0376,0.16,2098.0,1794,15.8,1,6296,198,-242,4.247,0.185,-0.185,294.0282,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
4183,0,0,0,0,2.19068738,0.00569,1.0,66.3,2017,44.1,1,6208,167,-167,3.9730000000000003,0.259,-0.111,295.05322,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
4185,0,0,0,0,234.24073900000002,0.0106,0.491,464.1,329,27.7,1,5814,78,-78,4.269,0.13699999999999998,-0.11199999999999999,286.94971,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
4197,0,0,0,0,20.1890396,0.009309999999999999,0.295,112.1,794,15.0,3,6178,111,-135,4.269,0.125,-0.125,296.80343999999997,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
4199,0,0,0,0,38.57634829999999,0.0044,0.114,282.1,619,76.3,1,6167,111,-136,4.333,0.076,-0.12300000000000001,290.87228,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
4206,0,0,0,0,14.38724729,0.0015199999999999999,0.061,1914.1,725,43.5,1,5830,177,-195,4.479,0.094,-0.162,284.87453999999997,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
4207,0,0,0,0,58.430264799999996,0.00534,0.521,1849.5,300,34.1,1,4338,118,-131,4.643,0.055999999999999994,-0.024,299.62198,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
4213,0,0,0,0,0.696125302,0.00031800000000000003,0.0245,14966.0,1645,177.2,1,5245,201,-182,4.593999999999999,0.077,-0.055999999999999994,293.539,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
4248,0,0,0,0,399.37587,0.09300000000000001,5.0,552.2,326,11.9,1,6098,195,-238,4.069,0.322,-0.161,289.7308,CONFIRMED,CONFIRMED,FALSE POSITIVE,FALSE POSITIVE
4253,0,0,0,0,41.88970036,0.00165,0.107,1304.4,515,20.9,1,5952,160,-195,4.519,0.05,-0.212,295.46463,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
